2024-10-18 12:55:00,216,2.901,321,1.014,303.5693,15.93,31.06,-154.6,1167,1012
2024-10-18 13:00:00,217,2.764,346.1,0.92,303.0989,16.09,34.6,-153.4,1082,929
2024-10-18 13:05:00,218,1.803,330.1,1.008,299.3011,16.31,29.81,-151,1188,1037
2024-10-18 13:10:00,219,1.823,318.9,0.994,301.3539,16.59,30.99,-167.9,1184,1016
2024-10-18 13:15:00,220,0.882,33.23,1.006,300.2564,16.91,25.71,-169.3,1202,1032
2024-10-18 13:20:00,221,2.019,16.09,0.963,299.4544,17.41,27.06,-171.4,1150,978
2024-10-18 13:25:00,222,1.882,21.61,1.018,294.9763,17.37,35.36,-170.1,1219,1048
2024-10-18 13:30:00,223,2.528,43.29,1.006,302.7613,17.57,28.9,-172.3,1204,1031
2024-10-18 13:35:00,224,2.136,37.72,1.003,301.0562,17.61,31.56,-173.4,1201,1027
2024-10-18 13:40:00,225,2.254,335.6,1.022,302.0726,17.93,29.2,-174.5,1224,1049
2024-10-18 13:45:00,226,0.764,296.8,1.01,269.711,17.95,30.58,-169,1210,1041
2024-10-18 13:50:00,227,1.803,303.1,1.003,304.3117,18.23,27.64,-177.3,1202,1025
2024-10-18 13:55:00,228,2.568,345.5,0.984,297.2486,18.67,23.52,-176.7,1177,1000
2024-10-18 14:00:00,229,1.627,334.3,0.992,296.3378,18.19,29.02,-175.9,1191,1015
2024-10-18 14:05:00,230,2.626,354.8,0.983,296.6873,18.99,19.4,-177.9,1177,999
2024-10-18 14:10:00,231,3.254,342.1,0.977,291.082,19.19,23.86,-172.9,1172,999
2024-10-18 14:15:00,232,3.45,18.52,0.987,295.1204,19.99,20.09,-171.3,1185,1014
2024-10-18 14:20:00,233,0.96,22.94,0.961,283.5508,20.14,24.85,-173.6,1157,983
2024-10-18 14:25:00,234,3.077,25.29,0.967,289.9382,20.29,21.11,-171.1,1163,992
2024-10-18 14:30:00,235,3.998,57.02,0.958,288.2681,20.14,30.01,-166.9,1154,987
2024-10-18 14:35:00,236,5.684,78.82,0.958,286.777,20.58,27.07,-155.8,1151,996
2024-10-18 14:40:00,237,4.39,58.6,0.954,283.8908,20.93,26.38,-158.6,1148,989
